Team Number,Total Wins,Total Losses,Total Ties,Lifetime Win Rate,Lifetime Matches Played,Total Season Wins,Total Season Losses,Total Season Ties,Lifetime Season Win Rate,Total Season Matches Played,2019 Wins,2019 Losses,2019 Ties,2019 Win Rate,2019 Total Matches,2019 Season Wins,2019 Season Losses,2019 Season Ties,2019 Season Win Rate,2019 Season Total Matches,2018 Wins,2018 Losses,2018 Ties,2018 Win Rate,2018 Total Matches,2018 Season Wins,2018 Season Losses,2018 Season Ties,2018 Season Win Rate,2018 Season Total Matches,2017 Wins,2017 Losses,2017 Ties,2017 Win Rate,2017 Total Matches,2017 Season Wins,2017 Season Losses,2017 Season Ties,2017 Season Win Rate,2017 Season Total Matches,2016 Wins,2016 Losses,2016 Ties,2016 Win Rate,2016 Total Matches,2016 Season Wins,2016 Season Losses,2016 Season Ties,2016 Season Win Rate,2016 Season Total Matches,2015 Wins,2015 Losses,2015 Ties,2015 Win Rate,2015 Total Matches,2015 Season Wins,2015 Season Losses,2015 Season Ties,2015 Season Win Rate,2015 Season Total Matches,2014 Wins,2014 Losses,2014 Ties,2014 Win Rate,2014 Total Matches,2014 Season Wins,2014 Season Losses,2014 Season Ties,2014 Season Win Rate,2014 Season Total Matches,2013 Wins,2013 Losses,2013 Ties,2013 Win Rate,2013 Total Matches,2013 Season Wins,2013 Season Losses,2013 Season Ties,2013 Season Win Rate,2013 Season Total Matches,2012 Wins,2012 Losses,2012 Ties,2012 Win Rate,2012 Total Matches,2012 Season Wins,2012 Season Losses,2012 Season Ties,2012 Season Win Rate,2012 Season Total Matches,2011 Wins,2011 Losses,2011 Ties,2011 Win Rate,2011 Total Matches,2011 Season Wins,2011 Season Losses,2011 Season Ties,2011 Season Win Rate,2011 Season Total Matches,2010 Wins,2010 Losses,2010 Ties,2010 Win Rate,2010 Total Matches,2010 Season Wins,2010 Season Losses,2010 Season Ties,2010 Season Win Rate,2010 Season Total Matches,2009 Wins,2009 Losses,2009 Ties,2009 Win Rate,2009 Total Matches,2009 Season Wins,2009 Season Losses,2009 Season Ties,2009 Season Win Rate,2009 Season Total Matches,2008 Wins,2008 Losses,2008 Ties,2008 Win Rate,2008 Total Matches,2008 Season Wins,2008 Season Losses,2008 Season Ties,2008 Season Win Rate,2008 Season Total Matches,2007 Wins,2007 Losses,2007 Ties,2007 Win Rate,2007 Total Matches,2007 Season Wins,2007 Season Losses,2007 Season Ties,2007 Season Win Rate,2007 Season Total Matches,2006 Wins,2006 Losses,2006 Ties,2006 Win Rate,2006 Total Matches,2006 Season Wins,2006 Season Losses,2006 Season Ties,2006 Season Win Rate,2006 Season Total Matches,2005 Wins,2005 Losses,2005 Ties,2005 Win Rate,2005 Total Matches,2005 Season Wins,2005 Season Losses,2005 Season Ties,2005 Season Win Rate,2005 Season Total Matches,2004 Wins,2004 Losses,2004 Ties,2004 Win Rate,2004 Total Matches,2004 Season Wins,2004 Season Losses,2004 Season Ties,2004 Season Win Rate,2004 Season Total Matches,2003 Wins,2003 Losses,2003 Ties,2003 Win Rate,2003 Total Matches,2003 Season Wins,2003 Season Losses,2003 Season Ties,2003 Season Win Rate,2003 Season Total Matches
3662,21,18,2,53.85%,41,21,18,18,53.85%,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,33.33%,9,3,6,0,33.33%,9,11,6,0,64.71%,17,11,6,0,64.71%,17,7,6,2,53.85%,15,7,6,2,53.85%,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,314,222,6,58.58%,542,291,202,202,59.03%,498,33,30,0,52.38%,63,33,30,0,52.38%,63,39,27,0,59.09%,66,29,23,0,55.77%,52,53,37,0,58.89%,90,48,34,0,58.54%,82,52,46,3,53.06%,101,44,33,2,57.14%,79,58,27,1,68.24%,86,58,27,1,68.24%,86,27,20,1,57.45%,48,27,20,1,57.45%,48,19,10,0,65.52%,29,19,10,0,65.52%,29,19,13,1,59.38%,33,19,13,1,59.38%,33,14,12,0,53.85%,26,14,12,0,53.85%,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,6,6,1,50.00%,13,6,6,6,50.00%,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,50.00%,13,6,6,1,50.00%,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,2,8,2,20.00%,12,2,8,8,20.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,20.00%,12,2,8,2,20.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,46,38,5,54.76%,89,46,38,38,54.76%,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,50.00%,8,4,4,0,50.00%,8,7,5,0,58.33%,12,7,5,0,58.33%,12,5,7,0,41.67%,12,5,7,0,41.67%,12,14,11,0,56.00%,25,14,11,0,56.00%,25,6,4,0,60.00%,10,6,4,0,60.00%,10,6,5,0,54.55%,11,6,5,0,54.55%,11,4,2,5,66.67%,11,4,2,5,66.67%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,182,169,5,51.85%,356,168,160,160,51.22%,333,41,16,1,71.93%,58,41,16,1,71.93%,58,41,30,0,57.75%,71,35,26,0,57.38%,61,21,14,1,60.00%,36,16,12,1,57.14%,29,15,12,1,55.56%,28,15,12,1,55.56%,28,7,18,1,28.00%,26,7,18,1,28.00%,26,23,24,0,48.94%,47,23,24,0,48.94%,47,15,23,0,39.47%,38,12,20,0,37.50%,32,13,14,1,48.15%,28,13,14,1,48.15%,28,6,18,0,25.00%,24,6,18,0,25.00%,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,164,180,3,47.67%,347,156,171,171,47.71%,330,18,12,2,60.00%,32,18,12,2,60.00%,32,35,30,0,53.85%,65,27,21,0,56.25%,48,17,14,0,54.84%,31,17,14,0,54.84%,31,24,21,0,53.33%,45,24,21,0,53.33%,45,33,37,1,47.14%,71,33,37,1,47.14%,71,14,15,0,48.28%,29,14,15,0,48.28%,29,9,15,0,37.50%,24,9,15,0,37.50%,24,7,19,0,26.92%,26,7,19,0,26.92%,26,7,17,0,29.17%,24,7,17,0,29.17%,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,92,97,1,48.68%,190,92,97,97,48.68%,190,7,12,0,36.84%,19,7,12,0,36.84%,19,8,13,0,38.10%,21,8,13,0,38.10%,21,9,11,0,45.00%,20,9,11,0,45.00%,20,12,11,0,52.17%,23,12,11,0,52.17%,23,16,9,0,64.00%,25,16,9,0,64.00%,25,10,15,1,40.00%,26,10,15,1,40.00%,26,7,7,0,50.00%,14,7,7,0,50.00%,14,18,12,0,60.00%,30,18,12,0,60.00%,30,5,7,0,41.67%,12,5,7,0,41.67%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,4,3,1,57.14%,8,4,3,3,57.14%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,57.14%,8,4,3,1,57.14%,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,10,23,0,30.30%,33,10,23,23,30.30%,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,40.00%,10,4,6,0,40.00%,10,1,10,0,9.09%,11,1,10,0,9.09%,11,5,7,0,41.67%,12,5,7,0,41.67%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,70,120,3,36.84%,193,70,120,120,36.84%,193,12,17,2,41.38%,31,12,17,2,41.38%,31,7,17,0,29.17%,24,7,17,0,29.17%,24,6,18,0,25.00%,24,6,18,0,25.00%,24,15,21,0,41.67%,36,15,21,0,41.67%,36,11,12,1,47.83%,24,11,12,1,47.83%,24,10,16,0,38.46%,26,10,16,0,38.46%,26,3,6,0,33.33%,9,3,6,0,33.33%,9,3,6,0,33.33%,9,3,6,0,33.33%,9,3,7,0,30.00%,10,3,7,0,30.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,210,149,7,58.50%,366,210,149,149,58.50%,366,46,21,2,68.66%,69,46,21,2,68.66%,69,38,24,0,61.29%,62,38,24,0,61.29%,62,38,24,0,61.29%,62,38,24,0,61.29%,62,19,23,0,45.24%,42,19,23,0,45.24%,42,35,20,2,63.64%,57,35,20,2,63.64%,57,23,22,1,51.11%,46,23,22,1,51.11%,46,5,3,1,62.50%,9,5,3,1,62.50%,9,3,5,1,37.50%,9,3,5,1,37.50%,9,3,7,0,30.00%,10,3,7,0,30.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,27,28,3,49.09%,58,27,28,28,49.09%,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,44.44%,10,4,5,1,44.44%,10,5,9,0,35.71%,14,5,9,0,35.71%,14,7,4,0,63.64%,11,7,4,0,63.64%,11,5,4,2,55.56%,11,5,4,2,55.56%,11,6,6,0,50.00%,12,6,6,0,50.00%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,93,71,2,56.71%,166,89,66,66,57.42%,157,35,12,0,74.47%,47,35,12,0,74.47%,47,19,17,0,52.78%,36,15,12,0,55.56%,27,2,6,0,25.00%,8,2,6,0,25.00%,8,7,6,0,53.85%,13,7,6,0,53.85%,13,3,7,1,30.00%,11,3,7,1,30.00%,11,5,7,0,41.67%,12,5,7,0,41.67%,12,7,6,0,53.85%,13,7,6,0,53.85%,13,13,4,0,76.47%,17,13,4,0,76.47%,17,2,6,1,25.00%,9,2,6,1,25.00%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,13,6,0,68.42%,19,13,6,6,68.42%,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,77.78%,9,7,2,0,77.78%,9,6,4,0,60.00%,10,6,4,0,60.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,76,84,3,47.50%,163,72,69,69,51.06%,142,23,17,0,57.50%,40,23,17,0,57.50%,40,12,13,0,48.00%,25,12,13,0,48.00%,25,5,12,1,29.41%,18,4,8,0,33.33%,12,9,14,1,39.13%,24,8,7,0,53.33%,15,3,6,0,33.33%,9,3,6,0,33.33%,9,5,5,0,50.00%,10,5,5,0,50.00%,10,8,7,0,53.33%,15,6,3,0,66.67%,9,7,6,0,53.85%,13,7,6,0,53.85%,13,4,4,1,50.00%,9,4,4,1,50.00%,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,71,106,6,40.11%,183,71,106,106,40.11%,183,15,12,2,55.56%,29,15,12,2,55.56%,29,13,15,0,46.43%,28,13,15,0,46.43%,28,10,19,1,34.48%,30,10,19,1,34.48%,30,17,27,0,38.64%,44,17,27,0,38.64%,44,6,4,0,60.00%,10,6,4,0,60.00%,10,3,8,0,27.27%,11,3,8,0,27.27%,11,3,7,1,30.00%,11,3,7,1,30.00%,11,1,7,2,12.50%,10,1,7,2,12.50%,10,3,7,0,30.00%,10,3,7,0,30.00%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,62,91,6,40.52%,159,62,91,91,40.52%,159,10,14,0,41.67%,24,10,14,0,41.67%,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,1,36.00%,26,9,16,1,36.00%,26,14,16,1,46.67%,31,14,16,1,46.67%,31,5,19,0,20.83%,24,5,19,0,20.83%,24,11,14,0,44.00%,25,11,14,0,44.00%,25,6,7,0,46.15%,13,6,7,0,46.15%,13,7,5,4,58.33%,16,7,5,4,58.33%,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,2,9,1,18.18%,12,2,9,9,18.18%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,18.18%,12,2,9,1,18.18%,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3683,332,166,8,66.67%,506,274,125,125,68.67%,403,58,11,1,84.06%,70,58,11,1,84.06%,70,59,43,1,57.84%,103,37,21,0,63.79%,58,63,32,1,66.32%,96,45,27,1,62.50%,73,50,17,3,74.63%,70,38,12,0,76.00%,50,32,15,2,68.09%,49,32,15,2,68.09%,49,34,21,0,61.82%,55,32,14,0,69.57%,46,16,12,0,57.14%,28,16,12,0,57.14%,28,11,9,0,55.00%,20,7,7,0,50.00%,14,9,6,0,60.00%,15,9,6,0,60.00%,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,68,108,3,38.64%,179,68,108,108,38.64%,179,9,15,0,37.50%,24,9,15,0,37.50%,24,9,16,0,36.00%,25,9,16,0,36.00%,25,7,15,2,31.82%,24,7,15,2,31.82%,24,15,14,0,51.72%,29,15,14,0,51.72%,29,9,20,0,31.03%,29,9,20,0,31.03%,29,8,18,0,30.77%,26,8,18,0,30.77%,26,5,7,0,41.67%,12,5,7,0,41.67%,12,0,0,0,0,0,0,0,0,0,0,6,3,1,66.67%,10,6,3,1,66.67%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3685,26,31,1,45.61%,58,26,31,31,45.61%,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,33.33%,12,4,8,0,33.33%,12,4,8,0,33.33%,12,4,8,0,33.33%,12,5,7,0,41.67%,12,5,7,0,41.67%,12,13,8,1,61.90%,22,13,8,1,61.90%,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3686,16,22,1,42.11%,39,16,22,22,42.11%,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,50.00%,14,7,7,0,50.00%,14,4,6,1,40.00%,11,4,6,1,40.00%,11,5,9,0,35.71%,14,5,9,0,35.71%,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,24,31,2,43.64%,57,24,31,31,43.64%,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,33.33%,12,4,8,0,33.33%,12,7,6,1,53.85%,14,7,6,1,53.85%,14,5,4,0,55.56%,9,5,4,0,55.56%,9,3,9,0,25.00%,12,3,9,0,25.00%,12,5,4,1,55.56%,10,5,4,1,55.56%,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,224,186,8,54.63%,418,216,180,180,54.55%,404,37,22,2,62.71%,61,37,22,2,62.71%,61,24,20,0,54.55%,44,16,14,0,53.33%,30,21,21,1,50.00%,43,21,21,1,50.00%,43,41,22,0,65.08%,63,41,22,0,65.08%,63,29,24,2,54.72%,55,29,24,2,54.72%,55,26,18,1,59.09%,45,26,18,1,59.09%,45,22,18,0,55.00%,40,22,18,0,55.00%,40,8,15,1,34.78%,24,8,15,1,34.78%,24,16,26,1,38.10%,43,16,26,1,38.10%,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690,20,27,1,42.55%,48,20,27,27,42.55%,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,40.00%,10,4,6,0,40.00%,10,3,7,0,30.00%,10,3,7,0,30.00%,10,2,6,0,25.00%,8,2,6,0,25.00%,8,5,4,0,55.56%,9,5,4,0,55.56%,9,6,4,1,60.00%,11,6,4,1,60.00%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,46,53,4,46.46%,103,43,45,45,48.86%,92,8,5,0,61.54%,13,8,5,0,61.54%,13,7,2,0,77.78%,9,7,2,0,77.78%,9,7,14,0,33.33%,21,4,6,0,40.00%,10,3,5,0,37.50%,8,3,5,0,37.50%,8,6,6,0,50.00%,12,6,6,0,50.00%,12,5,4,1,55.56%,10,5,4,1,55.56%,10,5,4,1,55.56%,10,5,4,1,55.56%,10,1,8,0,11.11%,9,1,8,0,11.11%,9,4,5,2,44.44%,11,4,5,2,44.44%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
